description,severity,emergency_type,age_group,conscious,breathing_difficulty,severe_breathing_difficulty,bleeding_level,chest_pain,seizure,stroke_signs,burn_level,allergic_reaction,pregnancy_emergency,major_accident,violence_risk
Deep laceration requiring stitches. Bleeding controlled with pressure.,medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury. Situation ongoing.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Moderate smoke inhalation, coughing, slightly short of breath but conscious.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"High fever 40°C for two days, unable to reduce with medication. Requesting immediate assistance.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech. Requesting immediate assistance.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding. Unclear history.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech. Scene is safe.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Severe head trauma from high-speed collision, unconscious, heavy bleeding.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Major motorcycle accident, rider conscious but pinned under vehicle. Suspected fractures.",high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Mild sore throat, no fever, able to eat normally.",low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
Small burn from steam on hand. Mild redness.,low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Moderate burns on both arms from gas explosion. In pain, conscious.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
Insect bite with local redness. No swelling of lips or throat.,low,other,senior,True,True,False,none,False,False,False,none,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury. Unclear history.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
Minor bruise on knee after a fall. Alert. Situation ongoing.,low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Moderate smoke inhalation, coughing, slightly short of breath but conscious.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing. Requesting immediate assistance.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Knife wound to shoulder, bleeding controlled but significant.",high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Knife wound to shoulder, bleeding controlled but significant. Scene is safe.",high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Knife wound to shoulder, bleeding controlled but significant.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Elderly person fell from bed. Complains of hip pain, conscious.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Severe head trauma from high-speed collision, unconscious, heavy bleeding.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Mild nausea after eating. No vomiting, fully conscious.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious. Family member is calling for help.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
Minor bruise on knee after a fall. Alert.,low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Severe abdominal pain radiating to back, possible internal bleeding.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
Seizure episode lasting 3 minutes. Patient now confused but breathing.,high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Patient reporting severe chest pain radiating to left arm. Conscious but distressed. Requesting immediate assistance.,high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury. Unclear history.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Person submerged in water, rescued, not breathing, pale.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Mild headache for a few hours, no fever or vomiting.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Person submerged in water, rescued, not breathing, pale. Unclear history.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
Insect bite with local redness. No swelling of lips or throat.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Sudden onset facial drooping, slurred speech, arm weakness — possible stroke. Family member is calling for help.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Mild headache for a few hours, no fever or vomiting.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
Seizure episode lasting 3 minutes. Patient now confused but breathing.,high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding.",medium,accident,adult,True,True,False,minor,False,False,False,none,False,False,False,False
"Sudden onset facial drooping, slurred speech, arm weakness — possible stroke.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
"High fever 40°C for two days, unable to reduce with medication. Scene is safe.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
Small burn from steam on hand. Mild redness. Unclear history.,low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Pregnancy with heavy bleeding at 30 weeks, conscious.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Full body severe burns, patient unconscious, severe breathing difficulty.",critical,medical,adult,False,True,True,none,False,False,False,none,False,False,False,False
